병원종류,병원이름,전화번호,병원주소,월,화,수,목,금,토,일,영업시간,쉬는시간,접수마감,정기휴무
내과,세강내과의원,051-751-3838,부산 수영구 수영로 582,09:00 - 18:30,,09:00 - 18:30,09:00 - 18:30,09:00 - 18:30,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
정신건강의학과,행복한수영정신건강의학과의원,0507-1417-8276,부산 수영구 수영로 685 3층,"09:00 - 19:30
13:00 - 14:00 휴게시간",,"09:00 - 19:30
13:00 - 14:00 휴게시간","09:00 - 19:30
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 19:30

09:00 - 19:30
09:00 - 19:30
09:00 - 18:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
피부과,케이피부과의원,0507-1372-5511,부산 수영구 수영로 697 6층,"10:00 - 19:00
13:00 - 14:00 휴게시간",,"10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 20:00
13:00 - 14:00 휴게시간",09:30 - 14:30,정기휴무 (매주 일요일),"10:00 - 19:00

10:00 - 19:00
10:00 - 19:00
10:00 - 20:00
09:30 - 14:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,맑은숲구구팔한의원,051-752-9981,"부산 수영구 수영로 697 홍인빌딩 3, 4층","09:00 - 20:00
13:00 - 14:00 휴게시간",,"09:00 - 20:00
13:00 - 14:00 휴게시간","09:00 - 20:00
13:00 - 14:00 휴게시간
접기","09:00 - 20:00
13:00 - 14:00 휴게시간",09:00 - 14:00,09:00 - 14:00,"09:00 - 20:00

09:00 - 20:00
09:00 - 20:00
09:00 - 20:00
09:00 - 14:00
09:00 - 14:00",13:00 - 14:00 ,,
정형외과,박원욱병원,1544-7582,"부산 수영구 광안로 4 SK뷰 상가건물 5~8층, 지하1층","09:00 - 18:00
12:30 - 13:30 휴게시간
12:00, 17:30 접수마감",,"09:00 - 17:00
12:30 - 13:30 휴게시간
12:00, 16:30 접수마감","09:00 - 17:00
12:30 - 13:30 휴게시간
12:00, 16:30 접수마감",,"09:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 17:00
09:00 - 17:00

09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 13:30 ,12:30,매주 일요일
이비인후과,부산달팽이신경과이비인후과의원,051-784-7582,부산 수영구 수영로 675 큐비메디컬빌딩 6층,"09:00 - 18:00
13:00 - 14:00 휴게시간
12:45, 17:45 접수마감",,"09:00 - 18:00
13:00 - 14:00 휴게시간
12:45, 17:45 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
12:45, 17:45 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
12:45, 17:45 접수마감","09:00 - 13:00
12:45 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,12:45,매주 일요일
장례식장,좋은강안병원 장례식장,051-610-9009,부산 수영구 수영로 493 좋은 강안병원,,,,,,,,"





",,,
요양병원,광안참사랑요양병원,051-751-1515,부산 수영구 광안해변로 235,"09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간
접기","09:00 - 18:00
12:00 - 13:00 휴게시간",09:00 - 12:00,정보없음,"09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 12:00
정보없음",12:00 - 13:00 ,,
내과,손석만엔도내과의원,051-759-0111,부산 수영구 수영로 577,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
응급실,BHS한서병원 응급실,070-7321-0119,부산 수영구 수영로 615 BHS한서병원,,,,,,,,"





",,,
내과,박찬복내과의원,051-503-7975,부산 수영구 수영로 581 3층,08:30 - 18:00,,08:30 - 18:00,08:30 - 18:00,08:30 - 18:00,"08:30 - 13:00
13:00 - 14:00 휴게시간",정기휴무 (매주 일요일),"08:30 - 18:00

08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
"병원,의원",광안웰빙의원,051-754-7786,부산 수영구 광일로 49,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 12:30,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 12:30
정기휴무 (매주 일요일)",,,매주 일요일
피부과,성모피부과의원,051-752-8575,부산 수영구 수영로 609-1,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간",14:00 - 18:30,"09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
14:00 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
비뇨의학과,강필비뇨의학과의원,051-757-6263,부산 수영구 수영로 669 신세계메디칼빌딩 7층 (수영역 10번 출구앞),,,,,,,,"





",,,
내과,수영김내과의원,051-758-7667,부산 수영구 수영로 517 3층 수영김내과,"08:30 - 18:00
13:00 - 14:00 휴게시간","08:30 - 18:00
13:00 - 14:00 휴게시간","08:30 - 18:00
13:00 - 14:00 휴게시간","08:30 - 18:00
13:00 - 14:00 휴게시간","08:30 - 18:00
13:00 - 14:00 휴게시간",08:30 - 13:00,정기휴무 (매주 일요일),"08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
산부인과,쉬즈본여성의원,051-756-9994,"부산 수영구 수영로 669 지하철 수영역 10번 출구 앞, 신세계메디컬센터 8층","09:00 - 18:00
13:00 - 14:00 휴게시간",,12:00 - 18:00,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

12:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정신건강의학과,한귀원정신건강의학과의원,051-612-1119,부산 수영구 수영로 394 남천동 메디칼센타,"09:00 - 18:00
13:00 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
소아청소년과,수영어린이병원,051-753-3579,부산 수영구 수영로 671,"09:30 - 19:00
13:00 - 14:00 휴게시간",,"09:30 - 19:00
13:00 - 14:00 휴게시간","09:30 - 19:00
13:00 - 14:00 휴게시간
접기","09:30 - 19:00
13:00 - 14:00 휴게시간",09:30 - 13:00,09:30 - 13:00,"09:30 - 19:00

09:30 - 19:00
09:30 - 19:00
09:30 - 19:00
09:30 - 13:00
09:30 - 13:00",13:00 - 14:00 ,,
내과,김보석내과의원,051-626-8575,부산 수영구 수영로 394 남천동 메디칼센타,"09:00 - 18:00
13:00 - 14:00 휴게시간
12:45, 17:45 접수마감",,"09:00 - 13:00
12:45 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
12:45, 17:45 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
12:45, 17:45 접수마감","09:00 - 13:00
12:45 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,12:45,매주 일요일
내과,제일속편한내과의원,051-715-7273,부산 수영구 광안해변로 293 JJ메디컬타워 3층,"08:30 - 18:00
13:00 - 14:00 휴게시간",,"08:30 - 18:00
13:00 - 14:00 휴게시간","08:30 - 18:00
13:00 - 14:00 휴게시간","08:30 - 18:00
13:00 - 14:00 휴게시간",08:30 - 13:00,,"08:30 - 18:00

08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 13:00
",13:00 - 14:00 ,,
안과,에이스안과의원,0507-1341-4774,부산 수영구 수영로 581,"09:00 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감",,"09:00 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감","09:00 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감","09:00 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감","09:00 - 14:00
13:30 접수마감",정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,13:30,매주 일요일
한의원,부산수영한의원,051-711-3881,부산 수영구 수영로 700 베스테이센트럴뷰 3층,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 14:00
13:30 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 14:00
13:30 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 14:00
09:00 - 18:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,13:30,매주 일요일
신경과,강남제신경과의원,051-759-7676,부산 수영구 수영로 697 홍인빌딩 5층 강남제신경과의원,"09:00 - 17:50
12:50 - 14:00 휴게시간",,09:00 - 12:30,"09:00 - 17:50
12:50 - 14:00 휴게시간","09:00 - 17:50
12:50 - 14:00 휴게시간",09:00 - 12:00,정기휴무 (매주 일요일),"09:00 - 17:50

09:00 - 12:30
09:00 - 17:50
09:00 - 17:50
09:00 - 12:00
정기휴무 (매주 일요일)",12:50 - 14:00 ,,매주 일요일
소아청소년과,김향주소아청소년과의원,051-756-5875,부산 수영구 연수로315번길 16 더샾파크리치,"10:00 - 18:00
13:00 - 14:00 휴게시간",,14:00 - 18:00,"10:00 - 18:00
13:00 - 14:00 휴게시간","10:00 - 18:00
13:00 - 14:00 휴게시간",10:00 - 13:00,정기휴무 (매주 일요일),"10:00 - 18:00

14:00 - 18:00
10:00 - 18:00
10:00 - 18:00
10:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,닥터풍치과의원,051-757-7528,부산 수영구 수영로 703 4층,"10:00 - 18:30
12:30 - 14:00 휴게시간",,"10:00 - 18:30
12:30 - 14:00 휴게시간","10:00 - 18:30
12:30 - 14:00 휴게시간","10:00 - 18:30
12:30 - 14:00 휴게시간",10:00 - 14:00,정기휴무 (매주 일요일),"10:00 - 18:30

10:00 - 18:30
10:00 - 18:30
10:00 - 18:30
10:00 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
내과,보민내과의원,0507-1345-0086,부산 수영구 수영로 675 큐비메디컬센터 3층,"08:30 - 18:00
13:00 - 14:00 휴게시간",,"08:30 - 18:00
13:00 - 14:00 휴게시간","08:30 - 18:00
13:00 - 14:00 휴게시간","08:30 - 18:00
13:00 - 14:00 휴게시간",08:30 - 13:00,정기휴무 (매주 일요일),"08:30 - 18:00

08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정형외과,닥터유 바른신경외과의원,0507-1435-0853,부산 수영구 수영로 586 5층 501호,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
신경과,정대수맑은신경과의원,051-612-6100,부산 수영구 수영로 384 5층,09:00 - 18:00,,정기휴무 (매주 수요일),09:00 - 18:00,09:00 - 18:00,09:00 - 12:00,정기휴무 (매주 일요일),"09:00 - 18:00

정기휴무 (매주 수요일)
09:00 - 18:00
09:00 - 18:00
09:00 - 12:00
정기휴무 (매주 일요일)",,,매주 수요일
성형외과,레아의원,0507-1413-2806,부산 수영구 수영로 379 스타메디컬빌딩 3층,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","14:00 - 20:00
접기","09:30 - 18:30
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
14:00 - 20:00
09:30 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
요양병원,광안더힐요양병원,051-754-2222,부산 수영구 수영로536번길 71 광안더힐요양병원,09:00 - 17:30,,09:00 - 17:30,09:00 - 17:30,09:00 - 17:00,09:00 - 12:00,정기휴무 (매주 일요일),"09:00 - 17:30

09:00 - 17:30
09:00 - 17:30
09:00 - 17:00
09:00 - 12:00
정기휴무 (매주 일요일)",,,매주 일요일
재활의학과,서울재활의학과의원,051-756-5100,부산 수영구 수영로 654 7층~12층,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
외과,미담유외과의원,051-754-6660,부산 수영구 수영로 675 11층,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 20:00
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 20:00
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,미소담한의원 수영,0507-1459-1176,부산 수영구 수영로 667,"10:00 - 18:00
13:00 - 14:00 휴게시간",,"10:00 - 16:00
13:00 - 14:00 휴게시간","10:00 - 18:00
13:00 - 14:00 휴게시간","10:00 - 20:30
13:00 - 14:00 휴게시간",10:00 - 14:00,정기휴무 (매주 일요일),"10:00 - 18:00

10:00 - 16:00
10:00 - 18:00
10:00 - 20:30
10:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,광안제일치과의원,051-757-2879,부산 수영구 수영로 588,,,10:00 - 21:00,14:30 - 19:00,10:00 - 19:00,10:00 - 14:00,정기휴무 (매주 일요일),"

10:00 - 21:00
14:30 - 19:00
10:00 - 19:00
10:00 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
피부과,디데이의원,0507-1484-9112,부산 수영구 광남로 211 1층,"10:00 - 20:00
13:00 - 14:30 휴게시간",,"10:00 - 20:00
13:00 - 14:30 휴게시간","10:00 - 20:00
13:00 - 14:30 휴게시간","10:00 - 20:00
13:00 - 14:30 휴게시간",10:00 - 14:30,정기휴무 (매주 일요일),"10:00 - 20:00

10:00 - 20:00
10:00 - 20:00
10:00 - 20:00
10:00 - 14:30
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
가정의학과,임은주가정의학과의원,0507-1493-9113,부산 수영구 광안해변로 95 104호,"09:30 - 17:00
12:30 - 14:00 휴게시간",,"09:30 - 17:00
12:30 - 14:00 휴게시간",정기휴무 (매주 목요일),"09:30 - 17:00
12:30 - 14:00 휴게시간",09:30 - 12:30,정기휴무 (매주 일요일),"09:30 - 17:00

09:30 - 17:00
정기휴무 (매주 목요일)
09:30 - 17:00
09:30 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 목요일
치과,위드미치과의원,051-757-2873,부산 수영구 수영로 586 MK메디컬센터 10층,"09:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감",,"09:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감","10:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감","09:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감","09:30 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
10:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:30,매주 일요일
피부과,유니온피부과,No phone number available,"부산 수영구 수영로 386-1 (남천동, 원탄크리닉)",,,,,,,,"





",,,
정형외과,토마스정형외과의원,0507-1443-7114,부산 수영구 수영로 379,09:00 - 18:30,,09:00 - 18:30,09:00 - 18:30,09:00 - 18:30,09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
피부과,드라마101의원,0507-1440-3353,부산 수영구 수영로 596 모아크리닉,"10:00 - 19:30
13:00 - 14:00 휴게시간
18:00 접수마감",,"10:00 - 19:30
13:00 - 14:00 휴게시간
18:00 접수마감","10:00 - 19:30
13:00 - 14:00 휴게시간
18:00 접수마감","10:00 - 19:30
13:00 - 14:00 휴게시간
18:00 접수마감","10:00 - 15:00
13:30 접수마감",정기휴무 (매주 일요일),"10:00 - 19:30

10:00 - 19:30
10:00 - 19:30
10:00 - 19:30
10:00 - 15:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,13:30,매주 일요일
한의원,경희제일한의원,0507-1370-7171,부산 수영구 광안해변로 293 4층 경희제일한의원,"10:00 - 19:00
13:00 - 14:00 휴게시간
18:20 접수마감",정기휴무 (매주 화요일),"10:00 - 19:00
13:00 - 14:00 휴게시간
18:20 접수마감","10:00 - 19:00
13:00 - 14:00 휴게시간
18:20 접수마감
접기","10:00 - 19:00
13:00 - 14:00 휴게시간
18:20 접수마감","10:00 - 19:00
13:00 - 14:00 휴게시간
18:20 접수마감","10:00 - 17:00
13:00 - 14:00 휴게시간
16:20 접수마감","10:00 - 19:00
정기휴무 (매주 화요일)
10:00 - 19:00
10:00 - 19:00
10:00 - 19:00
10:00 - 19:00
10:00 - 17:00",13:00 - 14:00 ,,매주 화요일
치과,광안리동백나무치과의원,0507-1461-2800,부산 수영구 광안로 4 4층,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 20:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 20:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
내과,박후근내과의원,051-628-2134,부산 수영구 수영로 386-1 박후근내과의원,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 토요일
한의원,천리향한의원,051-754-3388,부산 수영구 수영로 765-1 채안빌딩,"09:20 - 19:00
12:30 - 14:00 휴게시간","09:20 - 19:00
12:30 - 14:00 휴게시간","09:20 - 20:00
12:30 - 14:00 휴게시간",정기휴무 (매주 목요일),"09:20 - 19:00
12:30 - 14:00 휴게시간",09:20 - 15:00,정기휴무 (매주 일요일),"09:20 - 19:00
09:20 - 19:00
09:20 - 20:00
정기휴무 (매주 목요일)
09:20 - 19:00
09:20 - 15:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 목요일
내과,바른장내과의원,051-916-7500,부산 수영구 수영로 669 4층,,,"08:30 - 20:00
13:00 - 14:00 휴게시간","08:30 - 18:30
13:00 - 14:00 휴게시간","08:30 - 18:30
13:00 - 14:00 휴게시간",08:30 - 14:00,정기휴무 (매주 일요일),"

08:30 - 20:00
08:30 - 18:30
08:30 - 18:30
08:30 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
치과,동그라미치과의원,051-759-7528,부산 수영구 수영로 697 7층,"09:30 - 19:00
13:00 - 14:30 휴게시간",,"09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
09:30 - 19:00
09:30 - 19:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
소아청소년과,광안마린소아청소년과의원,0507-1479-3555,부산 수영구 수영로 581 2층 202호,"09:00 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감",,정기휴무 (매주 수요일),"09:00 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감
접기","09:00 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감","09:00 - 14:00
13:30 접수마감","09:00 - 12:00
11:30 접수마감","09:00 - 18:30

정기휴무 (매주 수요일)
09:00 - 18:30
09:00 - 18:30
09:00 - 14:00
09:00 - 12:00",12:30 - 14:00 ,13:30,매주 수요일
안과,수영성모안과의원,051-754-4222,부산 수영구 수영로 699 디온플레이스 10층,09:30 - 18:30,,09:30 - 18:30,09:30 - 18:30,09:30 - 18:30,09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
치과,바른이김대식치과의원,051-715-5075,부산 수영구 수영로 465 남천프라자 3층,"10:00 - 18:00
12:30 - 14:00 휴게시간",,"10:00 - 18:00
12:30 - 14:00 휴게시간",정기휴무 (매주 목요일),"10:00 - 19:00
12:30 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"10:00 - 18:00

10:00 - 18:00
정기휴무 (매주 목요일)
10:00 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 목요일
내과,굿모닝JS의원,051-756-0753,부산 수영구 연수로 266,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
소아청소년과,정소아청소년과의원,051-625-8889,부산 수영구 광남로 14,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,"09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 13:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
가정의학과,제일가정의원,051-754-9764,부산 수영구 수영로 602-2 2층,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
정신건강의학과,신세계정신건강의학과의원,051-751-1236,부산 수영구 수영로 710-1 프라임메디컬 빌딩,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,조은장내과의원,051-758-7525,부산 수영구 과정로 54 3층,,"09:00 - 19:00
12:30 - 14:00 휴게시간
12:25, 18:55 접수마감","09:00 - 13:00
12:55 접수마감","09:00 - 18:00
12:30 - 14:00 휴게시간
12:25, 17:55 접수마감","09:00 - 18:00
12:30 - 14:00 휴게시간
12:25, 17:55 접수마감","09:00 - 13:00
12:55 접수마감",정기휴무 (매주 일요일),"
09:00 - 19:00
09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,12:55,매주 일요일
안과,정안과의원,051-757-5012,부산 수영구 수영로 611 3층,"10:00 - 18:00
13:00 - 14:30 휴게시간",,"10:00 - 18:00
13:00 - 14:30 휴게시간","10:00 - 18:00
13:00 - 14:30 휴게시간","10:00 - 18:00
13:00 - 14:30 휴게시간",10:00 - 13:00,정기휴무 (매주 일요일),"10:00 - 18:00

10:00 - 18:00
10:00 - 18:00
10:00 - 18:00
10:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
내과,나비샘내과의원,051-758-7776,부산 수영구 수영로 710-1 프라임메디컬 빌딩,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,"09:00 - 18:00
접기",09:00 - 18:00,09:00 - 13:00,정보없음,"09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정보없음",,,
"병원,의원",부산더맑은의원,051-753-3523,부산 수영구 수영로 761,09:00 - 18:00,09:00 - 20:00,09:00 - 18:00,"09:00 - 18:00
접기",09:00 - 20:00,09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:00
09:00 - 20:00
09:00 - 18:00
09:00 - 18:00
09:00 - 20:00
09:00 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
정신건강의학과,이현숙정신건강의학과의원,051-752-0075,부산 수영구 광안로 4 광안동에스케이뷰,"09:30 - 18:00
13:00 - 14:30 휴게시간",,"09:30 - 18:00
13:00 - 14:30 휴게시간","09:30 - 18:00
13:00 - 14:30 휴게시간","09:30 - 18:00
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
