name,type,phone,address,월,화,수,목,금,토,일,holiday
의료법인 센텀의료재단 서부산센텀병원,정형외과,1644-5530,부산 사상구 새벽로 226,"09:00 - 18:00
12:30 - 13:30 휴게시간
12:00, 17:30 접수마감",,"09:00 - 17:30
12:30 - 13:30 휴게시간
12:00, 17:00 접수마감","09:00 - 17:30
12:30 - 13:30 휴게시간
12:00, 17:00 접수마감","09:00 - 17:30
12:30 - 13:30 휴게시간
12:00, 17:00 접수마감","09:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),
영진의료재단 엠아이병원,"병원,의원",055-339-8811,경남 김해시 번화1로44번길 6,"09:00 - 18:00
12:50 - 14:00 휴게시간","09:00 - 18:00
12:50 - 14:00 휴게시간","09:00 - 18:00
12:50 - 14:00 휴게시간","09:00 - 18:00
12:50 - 14:00 휴게시간","09:00 - 18:00
12:50 - 14:00 휴게시간",09:00 - 12:50,정기휴무 (매주 일요일),
김해시보건소,보건소,1577-9400,경남 김해시 분성로 227 김해시 보건소,"09:00 - 18:00
12:00 - 13:00 휴게시간",,"09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),
서울안과의원,안과,055-327-7582,경남 김해시 내외중앙로 84 서울메디컬센터8F(망막/드림렌즈)9F(시력교정/백내장),"09:30 - 18:30
12:50 - 14:00 휴게시간",,"09:30 - 18:30
12:50 - 14:00 휴게시간","09:30 - 18:30
12:50 - 14:00 휴게시간","09:30 - 18:30
12:50 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),
윤종주정형외과 조현정내과의원,정형외과,051-714-7105,부산 사하구 낙동남로 1417 락희빌딩 3층(내과) 4층(정형외과),,,,,,,,
율하꿈나무병원,소아청소년과,055-331-9600,경남 김해시 율하3로 38,,,,,,,,
바로그의원 김해,피부과,055-724-3997,경남 김해시 가락로 19 아름다운 뉴욕 메디컬센터 3층,"10:00 - 19:00
13:00 - 14:00 휴게시간",,"10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 21:00
13:00 - 14:00 휴게시간",10:00 - 15:00,정기휴무 (매주 일요일),
바른이비인후과의원,이비인후과,055-312-0222,경남 김해시 율하로 478 모산메디피아 3층,"09:00 - 18:25
12:30 - 14:00 휴게시간",,"09:00 - 18:25
12:30 - 14:00 휴게시간","09:00 - 18:25
12:30 - 14:00 휴게시간","09:00 - 18:25
12:30 - 14:00 휴게시간",09:00 - 12:55,정기휴무 (매주 일요일),
더조은이비인후과의원,이비인후과,051-311-7528,부산 사상구 사상로 200,"09:00 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감",,"09:00 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감","09:00 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감","09:00 - 19:00
13:00 - 14:00 휴게시간
18:50 접수마감","09:00 - 13:00
12:50 접수마감",정기휴무 (매주 일요일),
최안과의원,안과,055-327-1900,"경남 김해시 가락로 19 메디칼센터 7층, 8층 최안과의원","09:15 - 18:00
12:40 - 14:00 휴게시간",,"09:15 - 18:00
12:40 - 14:00 휴게시간","09:15 - 18:00
12:40 - 14:00 휴게시간
접기","09:15 - 19:00
12:40 - 14:00 휴게시간",09:15 - 15:00,정기휴무 (매주 일요일),
비에스(BS)숨이비인후과의원,이비인후과,1544-3898,"부산 사하구 낙동남로 1412 경부빌딩 7층, 8층","09:00 - 21:00
13:00 - 14:00 휴게시간",,"09:00 - 21:00
13:00 - 14:00 휴게시간","09:00 - 21:00
13:00 - 14:00 휴게시간
접기","09:00 - 21:00
13:00 - 14:00 휴게시간",09:00 - 17:00,09:00 - 13:00,
율하메디칼정형외과의원,정형외과,055-325-7881,경남 김해시 율하3로 21 율하메디칼,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 12:30,정기휴무 (매주 일요일),
하나병원,"병원,의원",051-266-2600,부산 사하구 다대로 311,"09:00 - 17:30
12:30 - 13:30 휴게시간",,"09:00 - 17:30
12:30 - 13:30 휴게시간","09:00 - 17:00
12:30 - 13:30 휴게시간","09:00 - 17:30
12:30 - 13:30 휴게시간",09:00 - 12:30,정기휴무 (매주 일요일),
굿윌치과병원,치과,051-330-6000,부산 북구 금곡대로 28,09:00 - 21:00,,09:00 - 21:00,"09:00 - 21:00
접기",09:00 - 21:00,09:00 - 21:00,09:00 - 18:00,
백천피부과의원,피부과,051-204-1204,부산 사하구 낙동대로 212,"09:30 - 18:40
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간",14:00 - 19:10,"09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 14:40,정기휴무 (매주 일요일),
율하이비인후과의원,이비인후과,055-312-0302,경남 김해시 율하3로 37 경보센텀 4층 402호,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간
접기","09:00 - 19:00
13:00 - 14:00 휴게시간",08:30 - 14:00,정기휴무 (매주 일요일),
바로그의원 덕천,피부과,051-343-2255,부산 북구 만덕대로 24 4층,"10:00 - 19:00
13:00 - 14:00 휴게시간",,"10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 21:00
13:00 - 14:00 휴게시간",10:00 - 15:00,정기휴무 (매주 일요일),
율하엘의원,피부과,0507-1417-6114,경남 김해시 율하1로 110 중앙프라자 601호,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 18:30,"09:30 - 18:30
12:30 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),
굿윌치과병원,치과,0507-1440-6000,"부산 사하구 낙동남로 1412 경부빌딩 2F, 3F, 5F",09:00 - 21:00,,09:00 - 21:00,"09:00 - 21:00
접기",09:00 - 21:00,09:00 - 21:00,09:00 - 18:00,
박성욱피부과의원,피부과,051-204-8275,부산 사하구 낙동남로 1424 하단역 8번출구 동원빌딩 6층,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 19:00
12:30 - 14:00 휴게시간",09:30 - 13:30,"09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),
유&김내과의원,내과,0507-1340-7589,경남 김해시 인제로 168,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 13:00,정기휴무 (매주 일요일),
강동병원,정형외과,051-209-1100,부산 사하구 다대로 145,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간
접기","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,09:00 - 22:00,
한빛내과의원,내과,055-323-1586,경남 김해시 인제로 190 선교메디칼빌딩 3층,"08:30 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감","08:30 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감","08:30 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감","08:30 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감
접기","08:30 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감","08:30 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),
누가병원,종합병원,055-330-4000,경남 김해시 대청로104번길 80-1,"09:00 - 18:00
12:30 - 13:30 휴게시간",,"09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
재원메디컬의원,"병원,의원",051-305-7588,부산 사상구 사상로 236,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,"09:00 - 18:30
13:00 - 14:00 휴게시간",08:30 - 13:00,정기휴무 (매주 일요일),
사하구보건소,보건소,051-220-5701,부산 사하구 하신중앙로 185 사하구 제2청사,"09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간
접기","09:00 - 18:00
12:00 - 13:00 휴게시간",정보없음,정보없음,
황정하이비인후과의원,이비인후과,055-314-7585,경남 김해시 월산로 1 농협,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),
수사랑의원,내과,0507-1496-8088,경남 김해시 김해대로 2078 홈플러스,"10:00 - 20:00
12:30 - 14:00 휴게시간","10:00 - 20:00
12:30 - 14:00 휴게시간","10:00 - 20:00
12:30 - 14:00 휴게시간","10:00 - 20:00
12:30 - 14:00 휴게시간","10:00 - 20:00
12:30 - 14:00 휴게시간","10:00 - 20:00
12:30 - 14:00 휴게시간","10:00 - 18:00
12:30 - 14:00 휴게시간",
참사랑의원,"병원,의원",0507-1430-0340,경남 김해시 분성로 14-4 일동한신아파트 주상가 204호,"09:30 - 19:00
12:30 - 14:00 휴게시간",,"09:30 - 20:30
12:30 - 14:00 휴게시간","09:30 - 19:00
12:30 - 14:00 휴게시간
접기","09:30 - 19:00
12:30 - 14:00 휴게시간","09:30 - 17:00
12:30 - 14:00 휴게시간","09:30 - 17:00
12:30 - 14:00 휴게시간",
김해센텀병원,"병원,의원",055-330-9100,경남 김해시 구지로 56 김해센텀병원,"09:00 - 18:00
12:30 - 13:30 휴게시간",,"09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
고운정형외과의원,정형외과,055-333-0088,경남 김해시 번화1로80번길 15 다성빌딩 5층,,,"09:00 - 18:30
12:30 - 14:00 휴게시간
17:50 접수마감","09:00 - 20:00
12:30 - 14:00 휴게시간
19:20 접수마감","09:00 - 18:30
12:30 - 14:00 휴게시간
17:50 접수마감","09:00 - 13:00
12:20 접수마감",정기휴무 (매주 일요일),
백문기한의원,한의원,051-312-7648,부산 사상구 광장로87번길 63,"10:00 - 18:00
12:50 - 14:00 휴게시간",,"10:00 - 18:00
12:50 - 14:00 휴게시간","정기휴무 (매주 목요일)
접기","10:00 - 18:00
12:50 - 14:00 휴게시간","10:00 - 17:00
12:50 - 14:00 휴게시간",정기휴무 (매주 일요일),
바로그의원 하단,피부과,051-202-8272,부산 사하구 낙동남로 1412 경부빌딩 9층,"10:00 - 19:00
13:00 - 14:00 휴게시간
17:30 접수마감",,"10:00 - 19:00
13:00 - 14:00 휴게시간
17:30 접수마감","10:00 - 19:00
13:00 - 14:00 휴게시간
17:30 접수마감","10:00 - 21:00
13:00 - 14:00 휴게시간
19:30 접수마감","10:00 - 14:00
12:30 접수마감",정기휴무 (매주 일요일),
한사랑가정의원,소아청소년과,051-317-9234,부산 사상구 엄궁북로 24 한사랑가정의원,09:00 - 18:30,,09:00 - 18:30,09:00 - 18:30,09:00 - 18:30,09:00 - 13:30,정기휴무 (매주 일요일),
사상구보건소,보건소,051-310-4791,부산 사상구 학감대로 242,"09:00 - 18:00
12:00 - 13:00 휴게시간",,"09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),
삼성본정형외과의원,정형외과,051-711-0280,부산 사상구 가야대로 276 M-suare 메디컬센터 8층,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
부산더키즈병원,소아청소년과,0507-1454-6003,"부산 사하구 다대로 234 5, 6, 8, 9층","09:00 - 19:00
12:30 - 14:00 휴게시간",,"09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간",09:00 - 13:00,09:00 - 13:00,
센텀코어더율의원,피부과,055-724-2449,경남 김해시 율하6로 56 율하메이저타워 6층 센텀코어더율의원,"10:00 - 19:30
12:30 - 14:00 휴게시간",,"10:00 - 19:30
12:30 - 14:00 휴게시간",14:30 - 20:00,"10:00 - 19:30
12:30 - 14:00 휴게시간","10:00 - 16:00
12:30 - 14:00 휴게시간",정기휴무 (매주 일요일),
프라임병원,"병원,의원",0507-1429-7833,부산 사하구 낙동남로 1410,"09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
큰나무정형외과의원,정형외과,055-313-3875,경남 김해시 능동로 161 제일프라자,"09:00 - 19:00
12:30 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),
the속시원내과의원,내과,051-265-2468,부산 사하구 다대로 550 5층,,,,,,,,
더큰병원 김해,신경외과,0507-1468-0926,경남 김해시 분성로 208 김해 the큰병원,"09:00 - 17:30
12:30 - 13:30 휴게시간","09:00 - 17:30
12:30 - 13:30 휴게시간","09:00 - 17:30
12:30 - 13:30 휴게시간","09:00 - 17:30
12:30 - 13:30 휴게시간
접기","09:00 - 17:30
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
코아이비인후과의원,이비인후과,055-314-7599,경남 김해시 장유로 232 코아상가,"09:00 - 19:00
12:30 - 14:00 휴게시간",,"09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),
세명병원,"병원,의원",055-540-7500,경남 창원시 진해구 용원서로 42 세명병원,"09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
성모이비인후과의원,이비인후과,051-316-1117,부산 사상구 낙동대로 786,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 12:00,정기휴무 (매주 일요일),
사랑해소아청소년과연합의원,소아청소년과,055-323-3360,경남 김해시 율하1로 110 중앙프라자,"09:00 - 20:30
13:00 - 14:30 휴게시간",,"09:00 - 20:30
13:00 - 14:30 휴게시간","09:00 - 20:30
13:00 - 14:30 휴게시간","09:00 - 20:30
13:00 - 14:30 휴게시간",09:00 - 14:00,09:00 - 13:00,
굿모닝안과의원,안과,0507-1458-0391,경남 김해시 장유로 230 프리마빌딩,"09:10 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",,"09:10 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:10 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:10 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:10 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),
킴스뷰티의원,피부과,051-205-9777,부산 사하구 낙동남로 1426,"10:00 - 19:00
14:00 - 15:00 휴게시간",,"10:00 - 19:00
14:00 - 15:00 휴게시간","10:00 - 22:00
14:00 - 15:00 휴게시간","10:00 - 19:00
14:00 - 15:00 휴게시간",10:00 - 16:00,정기휴무 (매주 일요일),
아름다운피부과의원,피부과,051-204-8114,부산 사하구 낙동대로 466,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간","10:00 - 19:30
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),
경희병원,"병원,의원",051-265-7575,부산 사하구 다대로 321,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
바른정형외과의원,정형외과,0507-1316-9399,경남 김해시 율하1로 106 네오프라자빌딩 6층,,,,"09:00 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감","09:00 - 19:00
12:30 - 14:00 휴게시간
18:30 접수마감","09:00 - 13:30
13:00 접수마감",정기휴무 (매주 일요일),
김인기내과의원,내과,055-314-3651,경남 김해시 계동로23번길 3-19,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
김해굿모닝병원,"병원,의원",055-335-0300,경남 김해시 분성로 444 굿모닝빌딩,,,,,,,,
뮤즈의원 김해,피부과,1522-4340,경남 김해시 내외중앙로 92 5층 뮤즈의원 김해,10:00 - 20:00,,10:00 - 20:00,"10:00 - 20:00
접기",10:00 - 20:00,10:00 - 16:00,정기휴무 (매주 일요일),
김은영내과의원,내과,051-202-7722,부산 사하구 낙동남로 1389 이든 빌딩 6층 - 진료실,"08:30 - 18:30
12:30 - 14:00 휴게시간",,"08:30 - 18:30
12:30 - 14:00 휴게시간","08:30 - 18:30
12:30 - 14:00 휴게시간
접기","08:30 - 18:30
12:30 - 14:00 휴게시간",08:30 - 14:00,정기휴무 (매주 일요일),
서울피부과의원,피부과,055-327-0651,경남 김해시 내외중앙로 62 종로엠스쿨,"09:30 - 19:00
12:30 - 14:00 휴게시간",,"09:30 - 19:00
12:30 - 14:00 휴게시간",정기휴무 (매주 목요일),"09:30 - 19:00
12:30 - 14:00 휴게시간",09:30 - 17:00,정기휴무 (매주 일요일),
예인의원,내과,051-317-7855,부산 사상구 광장로 17 이마트,"10:00 - 20:00
13:00 - 14:00 휴게시간
18:00 - 18:30 휴게시간",,"10:00 - 20:00
13:00 - 14:00 휴게시간
18:00 - 18:30 휴게시간","10:00 - 20:00
13:00 - 14:00 휴게시간
18:00 - 18:30 휴게시간
접기","10:00 - 20:00
13:00 - 14:00 휴게시간
18:00 - 18:30 휴게시간","10:00 - 17:00
13:00 - 14:00 휴게시간","10:00 - 17:00
13:00 - 14:00 휴게시간",
속시원내과의원,내과,055-312-9955,경남 김해시 능동로155번길 2,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 15:00,정기휴무 (매주 일요일),
오이비인후과의원,이비인후과,055-323-6525,경남 김해시 율하1로 106 4층,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간
접기","09:00 - 19:00
13:00 - 14:00 휴게시간",08:45 - 16:00,정기휴무 (매주 일요일),
한나이비인후과의원,이비인후과,055-314-8900,경남 김해시 번화1로80번길 15 다성빌딩,"09:00 - 18:40
12:30 - 14:00 휴게시간
18:30 접수마감","09:00 - 18:40
12:30 - 14:00 휴게시간
18:30 접수마감","09:00 - 18:40
12:30 - 14:00 휴게시간
18:30 접수마감","09:00 - 18:40
12:30 - 14:00 휴게시간
18:30 접수마감
접기","09:00 - 18:40
12:30 - 14:00 휴게시간
18:30 접수마감","09:00 - 13:20
13:10 접수마감",정기휴무 (매주 일요일),
쉬즈라인의원 덕천점,성형외과,051-331-8877,부산 북구 만덕대로 22,"10:00 - 20:30
13:00 - 14:00 휴게시간",,"10:00 - 20:30
13:00 - 14:00 휴게시간","10:00 - 20:30
13:00 - 14:00 휴게시간
접기","10:00 - 20:30
13:00 - 14:00 휴게시간","10:00 - 16:00
13:00 - 14:00 휴게시간",정기휴무 (매주 일요일),
온맘여성한의원 부산덕천,한의원,0507-1394-0333,부산 북구 백양대로 1200 정수빌딩 3층,"10:00 - 20:30
13:00 - 14:00 휴게시간","10:00 - 18:30
13:00 - 14:00 휴게시간","10:00 - 20:30
13:00 - 14:00 휴게시간",정기휴무 (매주 목요일),"10:00 - 20:30
13:00 - 14:00 휴게시간",10:00 - 16:00,정기휴무 (매주 일요일),
장윤석이비인후과의원,이비인후과,051-341-9525,부산 북구 백양대로 1013-1 용원상가빌,"09:00 - 19:00
12:30 - 14:00 휴게시간",,"14:00 - 20:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 19:00
12:30 - 14:00 휴게시간","09:00 - 14:00
12:30 - 14:00 휴게시간",정기휴무 (매주 일요일),
부산내과의원,내과,051-291-9550,부산 사하구 낙동대로 449,"08:50 - 18:20
13:00 - 14:00 휴게시간
18:00 접수마감",,"08:50 - 18:20
13:00 - 14:00 휴게시간
18:00 접수마감","08:50 - 18:20
13:00 - 14:00 휴게시간
18:00 접수마감","08:50 - 18:20
13:00 - 14:00 휴게시간
18:00 접수마감","08:50 - 15:20
13:00 - 13:40 휴게시간
15:00 접수마감",정기휴무 (매주 일요일),
좋은삼선병원,종합병원,051-322-0900,부산 사상구 가야대로 326,"09:00 - 18:00
12:30 - 13:30 휴게시간",,"09:00 - 17:00
12:30 - 13:30 휴게시간","09:00 - 17:00
12:30 - 13:30 휴게시간","09:00 - 17:00
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
하얀피부과의원,피부과,055-338-7791,경남 김해시 가락로 26,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 12:30,"09:00 - 20:00
12:30 - 14:00 휴게시간",09:00 - 14:30,정기휴무 (매주 일요일),
예원이비인후과의원,이비인후과,055-323-7582,경남 김해시 인제로 174 포세븐 게임랜드,"09:00 - 18:20
12:40 - 14:00 휴게시간",,"09:00 - 18:20
12:40 - 14:00 휴게시간","09:00 - 18:20
12:40 - 14:00 휴게시간","09:00 - 18:20
12:40 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
오늘더맑음의원,소아청소년과,055-724-2575,경남 김해시 율하6로 49 솔리비오빌딩 4층,"09:30 - 19:30
12:30 - 14:00 휴게시간
19:15 접수마감",,"09:30 - 19:30
12:30 - 14:00 휴게시간
19:15 접수마감","09:30 - 19:30
12:30 - 14:00 휴게시간
19:15 접수마감","09:30 - 19:30
12:30 - 14:00 휴게시간
19:15 접수마감","09:30 - 14:00
13:45 접수마감",정기휴무 (매주 일요일),
명인내과의원,내과,051-321-2119,부산 사상구 낙동대로 790 신우프라자,"09:00 - 18:30
13:00 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
김윤원정신건강의학과의원,정신건강의학과,051-361-8875,부산 북구 만덕대로 15,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간",14:00 - 18:30,"09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),
용원성모안과의원,안과,055-546-2002,경남 창원시 진해구 안골로 338,"09:00 - 18:00
13:00 - 14:00 휴게시간",,,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",,정기휴무 (매주 일요일),
김동진정신건강의학과의원,정신건강의학과,051-263-0911,부산 사하구 다대로 547 4층,"09:30 - 18:30
13:00 - 14:30 휴게시간
18:15 접수마감",,"09:30 - 18:30
13:00 - 14:30 휴게시간
18:15 접수마감","09:30 - 18:30
13:00 - 14:30 휴게시간
18:15 접수마감","09:30 - 18:30
13:00 - 14:30 휴게시간
18:15 접수마감","09:00 - 13:00
12:45 접수마감",정기휴무 (매주 일요일),
장림한서병원,"병원,의원",051-262-3344,부산 사하구 다대로 315,"08:30 - 17:00
12:30 - 13:30 휴게시간",,"08:30 - 17:00
12:30 - 13:30 휴게시간","08:30 - 17:00
12:30 - 13:30 휴게시간","08:30 - 17:00
12:30 - 13:30 휴게시간",08:30 - 12:30,정기휴무 (매주 일요일),
안호식소아청소년과의원,소아청소년과,051-311-1114,부산 사상구 가야대로 274,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간
접기","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정보없음,
이현연합의원,소아청소년과,055-551-6220,경남 창원시 진해구 신항동로 141 애플타운헤리티지 2층 205호,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
더탄탄병원,정형외과,0507-1397-1000,"부산 사하구 사하로 189 상가 201호, 301호, 401호","09:00 - 17:00
12:30 - 13:30 휴게시간",,"09:00 - 17:00
12:30 - 13:30 휴게시간","09:00 - 17:00
12:30 - 13:30 휴게시간","09:00 - 17:00
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
덕천김안과의원,안과,051-334-3632,부산 북구 만덕대로 14,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간
접기","09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 12:30,정기휴무 (매주 일요일),
이재홍내과의원,내과,055-326-6030,경남 김해시 내외로 79 2층,09:00 - 18:30,,09:00 - 18:30,09:00 - 18:30,09:00 - 18:30,09:00 - 14:00,정기휴무 (매주 일요일),
사랑가득안과의원,안과,051-291-0015,부산 사하구 낙동남로 1412 경부빌딩 4층,"09:00 - 18:00
17:30 접수마감",,"09:00 - 18:00
17:30 접수마감","09:00 - 18:00
17:30 접수마감","09:00 - 18:00
17:30 접수마감","09:00 - 14:00
13:30 접수마감",정기휴무 (매주 일요일),
서희내과의원,내과,051-266-5789,부산 사하구 다송로 14,"09:00 - 18:00
12:50 - 14:00 휴게시간",,"09:00 - 18:00
12:50 - 14:00 휴게시간","09:00 - 18:00
12:50 - 14:00 휴게시간","09:00 - 18:00
12:50 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),
율하김내과의원,내과,055-321-7696,경남 김해시 율하3로 21 율하메디칼,09:00 - 18:30,,09:00 - 18:30,09:00 - 18:30,09:00 - 18:30,09:00 - 13:00,정기휴무 (매주 일요일),
