병원종류,병원이름,전화번호,병원주소,월,화,수,목,금,토,일,영업시간,쉬는시간,접수마감,정기휴무
이비인후과,진도순이비인후과의원,051-646-4321,부산 남구 수영로 25,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,365자연안에한의원 대연,051-611-9800,부산 남구 수영로 306 농협건물 4층,"10:00 - 21:00
13:00 - 14:00 휴게시간",,"10:00 - 21:00
13:00 - 14:00 휴게시간","10:00 - 21:00
13:00 - 14:00 휴게시간
접기","10:00 - 21:00
13:00 - 14:00 휴게시간",10:00 - 15:00,"10:00 - 17:00
13:00 - 14:00 휴게시간","10:00 - 21:00

10:00 - 21:00
10:00 - 21:00
10:00 - 21:00
10:00 - 15:00
10:00 - 17:00",13:00 - 14:00 ,,
내과,대연으뜸내과의원,051-710-3710,부산 남구 못골로 87 3층 대연으뜸내과의원,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
피부과,드라마피부과의원,051-623-8900,부산 남구 분포로 113 엘지메트로시티아파트,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 21:00
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:10 - 13:50,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 21:00
09:30 - 18:30
09:10 - 13:50
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
내과,온누리메디칼의원,051-624-7979,부산 남구 용호로 64 중앙해수랜드 3.4층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 20:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 20:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
"병원,의원",오아시스의원,051-711-8400,부산 남구 진남로 4 5층,"10:00 - 19:00
13:00 - 14:00 휴게시간",,"10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 20:00
13:00 - 14:00 휴게시간",10:00 - 15:00,정기휴무 (매주 일요일),"10:00 - 19:00

10:00 - 19:00
10:00 - 19:00
10:00 - 20:00
10:00 - 15:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정신건강의학과,편한숲 정신건강의학과 의원,0507-1321-0241,부산 남구 수영로 323 403호,"09:30 - 18:30
13:00 - 14:00 휴게시간",,14:00 - 20:00,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

14:00 - 20:00
09:30 - 18:30
09:30 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
소아청소년과,나은소아청소년과의원,051-623-9944,부산 남구 용호로198번길 2,"09:30 - 18:30
12:30 - 14:00 휴게시간
18:10 접수마감",,"09:30 - 18:30
12:30 - 14:00 휴게시간
18:10 접수마감","14:30 - 18:30
18:10 접수마감","09:30 - 18:30
12:30 - 14:00 휴게시간
18:10 접수마감","09:30 - 13:00
12:40 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
14:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,18:10,매주 일요일
안과,성모밝은안과의원,0507-1407-1083,부산 남구 수영로 27 부산은행 5층,"09:30 - 17:30
13:00 - 14:00 휴게시간",,"09:30 - 17:30
13:00 - 14:00 휴게시간",14:00 - 17:30,"09:30 - 17:30
13:00 - 14:00 휴게시간",09:30 - 12:00,정기휴무 (매주 일요일),"09:30 - 17:30

09:30 - 17:30
14:00 - 17:30
09:30 - 17:30
09:30 - 12:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
피부과,도레미의원,0507-1488-9876,부산 남구 수영로 298 6층,"10:00 - 19:00
13:00 - 14:00 휴게시간",,14:00 - 21:00,"10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 21:00
13:00 - 14:00 휴게시간",10:00 - 16:00,정기휴무 (매주 일요일),"10:00 - 19:00

14:00 - 21:00
10:00 - 19:00
10:00 - 21:00
10:00 - 16:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,늘편안 하내과 의원,051-711-8270,부산 남구 분포로 113 엘지메트로주2상가 4층,"09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,09:00 - 18:00,"09:00 - 18:00
접기",09:00 - 18:00,09:00 - 13:00,정보없음,"09:00 - 18:00
09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정보없음",12:30 - 14:00 ,,
치과,장원석치과의원,051-612-0012,부산 남구 수영로 233 민석빌딩 2층,"09:30 - 18:30
13:00 - 14:30 휴게시간",,"09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간",,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30

정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
치과,이금랑어린이치과의원,051-611-1275,부산 남구 용호로 54 대영빌딩,"10:00 - 18:30
13:00 - 14:00 휴게시간",,"10:00 - 18:30
13:00 - 14:00 휴게시간","10:00 - 18:30
13:00 - 14:00 휴게시간","10:00 - 18:30
13:00 - 14:00 휴게시간",10:00 - 14:00,정기휴무 (매주 일요일),"10:00 - 18:30

10:00 - 18:30
10:00 - 18:30
10:00 - 18:30
10:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,한길내과의원,051-633-1332,부산 남구 유엔로 14 우암 센텀 메디컬,09:00 - 18:00,,09:00 - 18:00,09:00 - 12:30,09:00 - 18:00,09:00 - 12:30,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 12:30
09:00 - 18:00
09:00 - 12:30
정기휴무 (매주 일요일)",,,매주 일요일
내과,삼성스마트내과의원,051-623-7003,"부산 남구 용호로 207 KPM메티컬빌딩 2~5, 8층",,,,,,,,"





",,,
치과,로덴치과의원 경성대부경대점,0507-1380-2875,부산 남구 용소로 7 5층 로덴치과,10:00 - 19:00,,10:00 - 19:00,10:00 - 20:00,10:00 - 19:00,10:00 - 14:00,정기휴무 (매주 일요일),"10:00 - 19:00

10:00 - 19:00
10:00 - 20:00
10:00 - 19:00
10:00 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
신경과,류상효신경과의원,051-710-8881,부산 남구 수영로 240 2층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 12:30,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 12:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정형외과,윤현기정형외과의원,051-644-8275,부산 남구 고동골로 16,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 15:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간
접기","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 15:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 15:00
09:00 - 19:00
09:00 - 19:00
09:00 - 15:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
재활의학과,서울스카이재활의학과의원,051-626-9111,부산 남구 수영로 324 2층,"09:00 - 19:00
12:30 - 14:00 휴게시간",,"09:00 - 19:00
12:30 - 14:00 휴게시간",14:00 - 18:30,"09:00 - 19:00
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
14:00 - 18:30
09:00 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
피부과,청담포유의원,0507-1404-2899,"부산 남구 용소로 4 (대연동, 7층)",정기휴무 (매주 월요일),,"10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 21:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간",10:00 - 15:00,정기휴무 (매주 일요일),"정기휴무 (매주 월요일)

10:00 - 19:00
10:00 - 21:00
10:00 - 19:00
10:00 - 15:00
정기휴무 (매주 일요일)",,,매주 월요일
치과,우리가족치과의원,051-791-2822,부산 남구 용호로 207 6층,"09:30 - 19:00
13:00 - 14:30 휴게시간
18:30 접수마감",,"09:30 - 19:00
13:00 - 14:30 휴게시간
18:30 접수마감","09:30 - 19:00
13:00 - 14:30 휴게시간
18:30 접수마감","09:30 - 19:00
13:00 - 14:30 휴게시간
18:30 접수마감","09:30 - 14:00
13:30 접수마감",정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
09:30 - 19:00
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,13:30,매주 일요일
한의원,여우한의원,0507-1445-1075,부산 남구 신선로 566 GS하이츠자이,09:30 - 18:30,,09:30 - 18:30,09:30 - 20:00,09:30 - 18:30,09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 20:00
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",,,매주 일요일
피부과,메디아트의원,051-628-7582,부산 남구 수영로 304 대승타워 4층,"10:00 - 20:00
13:30 - 14:30 휴게시간
19:30 접수마감",,"10:00 - 20:00
13:30 - 14:30 휴게시간
19:30 접수마감","10:00 - 20:00
13:30 - 14:30 휴게시간
19:30 접수마감","10:00 - 20:00
13:30 - 14:30 휴게시간
19:30 접수마감","10:00 - 17:00
16:30 접수마감",정기휴무 (매주 일요일),"10:00 - 20:00

10:00 - 20:00
10:00 - 20:00
10:00 - 20:00
10:00 - 17:00
정기휴무 (매주 일요일)",13:30 - 14:30 ,16:30,매주 일요일
비뇨의학과,박언비뇨의학과의원,051-622-5474,부산 남구 수영로 260 대연백리명가 5층,"09:30 - 19:00
13:00 - 14:30 휴게시간",,"09:30 - 19:00
13:00 - 14:30 휴게시간",14:00 - 19:00,"09:30 - 19:00
13:00 - 14:30 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
14:00 - 19:00
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
정형외과,대연88마취통증의학과의원,051-625-0088,부산 남구 진남로 4 대연베델메디컬빌딩 4층,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
이비인후과,한정욱이비인후과의원,051-636-9419,부산 남구 수영로 27,"09:00 - 18:10
12:30 - 14:00 휴게시간
18:00 접수마감",,"09:00 - 18:10
12:30 - 14:00 휴게시간
18:00 접수마감","09:00 - 18:10
12:30 - 14:00 휴게시간
18:00 접수마감","09:00 - 18:10
12:30 - 14:00 휴게시간
18:00 접수마감","09:00 - 12:50
12:40 접수마감",정기휴무 (매주 일요일),"09:00 - 18:10

09:00 - 18:10
09:00 - 18:10
09:00 - 18:10
09:00 - 12:50
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:40,매주 일요일
외과,위대항병원,0507-1489-9023,부산 남구 수영로 241,"09:00 - 17:30
12:00 - 13:30 휴게시간",,"09:00 - 17:30
12:00 - 13:30 휴게시간","09:00 - 17:30
12:00 - 13:30 휴게시간","09:00 - 17:30
12:00 - 13:30 휴게시간",09:00 - 12:30,정기휴무 (매주 일요일),"09:00 - 17:30

09:00 - 17:30
09:00 - 17:30
09:00 - 17:30
09:00 - 12:30
정기휴무 (매주 일요일)",12:00 - 13:30 ,,매주 일요일
산부인과,민현주여성의원,051-638-8275,부산 남구 수영로 27 201호 민현주여성의원,"09:30 - 18:30
13:00 - 14:00 휴게시간",,09:30 - 13:00,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 21:00
13:00 - 14:00 휴게시간
18:30 - 19:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 13:00
09:30 - 18:30
09:30 - 21:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정형외과,조이정형외과의원,051-611-7285,부산 남구 수영로 277 라온빌딩 3층 조이정형외과의원,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,김효준내과,051-628-6422,부산 남구 석포로 76 유엔메디컬빌딩 3층,09:00 - 18:00,,09:00 - 18:00,"09:00 - 18:00
접기",09:00 - 18:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
소아청소년과,헬로소아청소년과의원,051-612-0677,부산 남구 수영로 345 대연힐스테이트푸르지오 상가309호,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,"09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 13:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,도시치과의원,051-643-2030,부산 남구 수영로 26 대림문현시티프라자,09:30 - 18:30,,09:30 - 18:00,09:30 - 18:30,09:30 - 18:00,09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:00
09:30 - 18:30
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
신경외과,오륙도신경외과의원,051-611-2621,부산 남구 용호로 141 4층 오륙도신경외과,"08:30 - 18:30
12:30 - 14:00 휴게시간",,"08:30 - 18:30
12:30 - 14:00 휴게시간","08:30 - 20:00
12:30 - 14:00 휴게시간","08:30 - 18:30
12:30 - 14:00 휴게시간",08:30 - 14:00,정기휴무 (매주 일요일),"08:30 - 18:30

08:30 - 18:30
08:30 - 20:00
08:30 - 18:30
08:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
정형외과,이정형외과의원,051-622-2727,부산 남구 용호로 173 신협,,,,,,,,"





",,,
비뇨의학과,대연탑비뇨의학과의원,051-612-1141,부산 남구 수영로 240 3층,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
피부과,현명기피부과의원,051-627-6677,부산 남구 수영로 206 정학기정형외과 3층,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간",14:00 - 19:00,"09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
14:00 - 19:00
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,미소플란트치과의원,1644-9928,부산 남구 수영로 304 3층,10:00 - 19:00,10:00 - 19:00,10:00 - 21:00,10:00 - 21:00,10:00 - 19:00,10:00 - 16:00,정기휴무 (매주 일요일),"10:00 - 19:00
10:00 - 19:00
10:00 - 21:00
10:00 - 21:00
10:00 - 19:00
10:00 - 16:00
정기휴무 (매주 일요일)",,,매주 일요일
정형외과,강한정형외과의원,051-542-8840,부산 남구 석포로 74,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 15:00,09:00 - 15:00,"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 15:00
09:00 - 15:00",,,
정신건강의학과,대연봄정신건강의학과의원,0507-1322-1335,부산 남구 수영로 233 민석빌딩 8층 대연봄정신건강의학과의원,"09:30 - 18:00
12:30 - 14:00 휴게시간
17:45 접수마감",,"09:30 - 18:00
12:30 - 14:00 휴게시간
17:45 접수마감","09:30 - 18:00
12:30 - 14:00 휴게시간
17:45 접수마감","09:30 - 18:00
12:30 - 14:00 휴게시간
17:45 접수마감","09:30 - 13:00
12:45 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:45,매주 일요일
치과,더바른이치과의원,0507-1408-7527,부산 남구 수영로 297 대영빌딩 2층,"10:30 - 19:00
13:00 - 14:30 휴게시간",,,"10:30 - 19:00
13:00 - 14:30 휴게시간","10:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 16:00
13:00 - 14:00 휴게시간",정기휴무 (매주 일요일),"10:30 - 19:00


10:30 - 19:00
10:30 - 19:00
09:30 - 16:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
"병원,의원",태진의원,051-637-1106,부산 남구 우암로 166 선한교회,"09:00 - 17:30
12:30 - 14:00 휴게시간",,09:00 - 12:30,"09:00 - 17:30
12:30 - 14:00 휴게시간","09:00 - 17:30
12:30 - 14:00 휴게시간",09:00 - 12:30,정기휴무 (매주 일요일),"09:00 - 17:30

09:00 - 12:30
09:00 - 17:30
09:00 - 17:30
09:00 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
피부과,더하얀의원,051-626-5599,부산 남구 수영로 345 대연힐스테이트푸르지오 주상복합상가 115동 306호,"10:00 - 19:00
12:30 - 14:00 휴게시간","10:00 - 19:00
12:30 - 14:00 휴게시간","10:00 - 19:00
12:30 - 14:00 휴게시간","14:00 - 19:00
접기","10:00 - 21:00
12:30 - 14:00 휴게시간",10:00 - 15:00,정기휴무 (매주 일요일),"10:00 - 19:00
10:00 - 19:00
10:00 - 19:00
14:00 - 19:00
10:00 - 21:00
10:00 - 15:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
산부인과,목화산부인과의원,051-628-1230,부산 남구 수영로 225-1 목화산부인과,"09:00 - 19:30
12:30 - 14:00 휴게시간
19:00 접수마감",,"09:00 - 17:30
12:30 - 14:00 휴게시간
17:00 접수마감","09:00 - 19:30
12:30 - 14:00 휴게시간
19:00 접수마감","09:00 - 17:30
12:30 - 14:00 휴게시간
17:00 접수마감","09:00 - 12:30
12:00 접수마감","09:00 - 11:00
10:30 접수마감","09:00 - 19:30

09:00 - 17:30
09:00 - 19:30
09:00 - 17:30
09:00 - 12:30
09:00 - 11:00",12:30 - 14:00 ,12:00,
치과,부산샬롬치과의원,051-637-7528,부산 남구 수영로 27,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간",09:00 - 15:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:00 - 15:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정형외과,더편한마취통증의학과의원,0507-1383-7575,부산 남구 못골로 87,,,"09:00 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감","09:00 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감","09:00 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감","09:00 - 14:00
13:30 접수마감",정기휴무 (매주 일요일),"

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",,13:30,매주 일요일
정신건강의학과,아이앤맘정신건강의학과의원,0507-1496-9601,부산 남구 수영로 216 7층 아이앤맘 소아정신과,"09:30 - 18:00
12:30 - 14:00 휴게시간
17:45 접수마감",,"09:30 - 18:00
12:30 - 14:00 휴게시간
17:45 접수마감","14:00 - 18:00
17:45 접수마감","09:30 - 18:00
12:30 - 14:00 휴게시간
17:45 접수마감","09:30 - 13:00
12:45 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
14:00 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,17:45,매주 일요일
내과,류마참내과의원,051-365-8275,부산 남구 수영로 240-1,"09:00 - 18:00
13:00 - 14:00 휴게시간
12:30, 17:30 접수마감",,"09:00 - 13:00
12:30 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
12:30, 17:30 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
12:30, 17:30 접수마감","09:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,12:30,매주 일요일
안과,THE밝은안과의원,051-612-1116,부산 남구 수영로 209 일동 지에닌,"09:00 - 17:55
12:50 - 14:20 휴게시간",,09:00 - 12:55,"09:00 - 17:55
12:50 - 14:20 휴게시간","09:00 - 17:55
12:50 - 14:20 휴게시간",09:00 - 12:55,정기휴무 (매주 일요일),"09:00 - 17:55

09:00 - 12:55
09:00 - 17:55
09:00 - 17:55
09:00 - 12:55
정기휴무 (매주 일요일)",12:50 - 14:20 ,,매주 일요일
이비인후과,도마스이비인후과의원,051-627-9117,부산 남구 용호로 189-2,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 토요일
치과,크리스탈치과의원,0507-1375-7522,부산 남구 수영로 258 2층 크리스탈치과의원,"09:30 - 18:30
13:00 - 14:30 휴게시간",,"09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
치과,하이치과의원,051-627-7528,부산 남구 용호로 91 휴렉스 3층 하이치과의원,,,"09:30 - 19:00
12:30 - 14:00 휴게시간","09:30 - 19:00
12:30 - 14:00 휴게시간","09:30 - 19:00
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"

09:30 - 19:00
09:30 - 19:00
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
피부과,맑고고운의원,0507-1389-7277,부산 남구 용호로 207 7층,"10:00 - 20:00
13:00 - 14:00 휴게시간",,,"10:00 - 20:00
13:00 - 14:00 휴게시간","10:00 - 20:00
13:00 - 14:00 휴게시간",10:00 - 14:00,정기휴무 (매주 일요일),"10:00 - 20:00


10:00 - 20:00
10:00 - 20:00
10:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정형외과,이기대정형외과의원,051-627-8875,부산 남구 용호로 154 용호메디칼센타,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
소아청소년과,김현지키움소아청소년과의원,051-711-6241,"부산 남구 수영로 260 대연백리명가에덴 3층 311, 312호","09:30 - 17:30
12:30 - 14:00 휴게시간",,"09:30 - 17:30
12:30 - 14:00 휴게시간",09:30 - 13:00,"09:30 - 17:30
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 17:30

09:30 - 17:30
09:30 - 13:00
09:30 - 17:30
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
이비인후과,윤성식이비인후과의원,051-621-4271,부산 남구 용호로 147 종합검진센타,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
피부과,예뻐지는의원,051-628-7212,부산 남구 수영로 300 비젼프라자 4층,,,"11:00 - 19:00
13:00 - 14:00 휴게시간","11:00 - 19:00
13:00 - 14:00 휴게시간","11:00 - 19:00
13:00 - 14:00 휴게시간",11:00 - 15:00,정기휴무 (매주 일요일),"

11:00 - 19:00
11:00 - 19:00
11:00 - 19:00
11:00 - 15:00
정기휴무 (매주 일요일)",,,매주 일요일
한의원,몸맘소생한의원,051-636-3160,부산 남구 우암로 148 1층,09:30 - 19:00,,09:30 - 19:00,09:00 - 14:00,09:30 - 19:00,09:00 - 14:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
09:00 - 14:00
09:30 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
