병원종류,병원이름,전화번호,병원주소,월,화,수,목,금,토,일,영업시간,쉬는시간,접수마감,정기휴무
산부인과,본베베여성의원,0507-1408-6083,"부산 동래구 중앙대로 1523 SK허브스카이 상가B동 4층 401, 402, 403호","09:15 - 19:30
12:30 - 14:00 휴게시간
17:00 - 17:30 휴게시간","09:15 - 19:30
12:30 - 14:00 휴게시간
17:00 - 17:30 휴게시간","09:15 - 19:30
12:30 - 14:00 휴게시간
17:00 - 17:30 휴게시간","09:15 - 12:30
접기","09:15 - 19:30
12:30 - 14:00 휴게시간
17:00 - 17:30 휴게시간","09:15 - 15:00
12:30 - 14:00 휴게시간",정기휴무 (매주 일요일),"09:15 - 19:30
09:15 - 19:30
09:15 - 19:30
09:15 - 12:30
09:15 - 19:30
09:15 - 15:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
이비인후과,지동하이비인후과의원,051-555-0655,부산 동래구 충렬대로 239 수안 메디칼센터,09:30 - 18:00,09:30 - 18:00,14:00 - 18:00,"09:30 - 18:00
접기",09:30 - 18:00,09:30 - 12:30,정보없음,"09:30 - 18:00
09:30 - 18:00
14:00 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 12:30
정보없음",,,
내과,바룸내과의원,0507-1353-5608,부산 동래구 금강공원로 2 온천장 SK HUB olive,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정신건강의학과,한마음정신건강의학과의원,051-504-3131,부산 동래구 충렬대로 117,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간",14:00 - 18:30,"09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 12:30,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
14:00 - 18:30
09:00 - 18:30
09:00 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
내과,김지환내과의원,051-710-0900,부산 동래구 명륜로 161 4층,"09:00 - 17:30
12:30 - 13:30 휴게시간",,"09:00 - 17:30
12:30 - 13:30 휴게시간",09:00 - 13:00,"09:00 - 17:30
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 17:30

09:00 - 17:30
09:00 - 13:00
09:00 - 17:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 13:30 ,,매주 일요일
정형외과,서울리더스정형외과의원,0507-1463-7591,부산 동래구 사직북로 7 5층,"09:00 - 20:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 20:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 20:00

09:00 - 19:00
09:00 - 20:00
09:00 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,류마앤내과의원,051-924-1000,부산 동래구 충렬대로 259 동호 디시티 4층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 20:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 20:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
신경외과,예일신경외과의원,051-501-2445,부산 동래구 아시아드대로 191 사직동예일빌딩,09:00 - 19:00,,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
정신건강의학과,맘편한정신건강의학과의원,0507-1365-5330,부산 동래구 명륜로 90,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",14:00 - 20:00,"09:30 - 18:30
13:00 - 14:00 휴게시간
접기","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30
09:30 - 18:30
14:00 - 20:00
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,한빛내과의원,051-505-9922,부산 동래구 아시아드대로 234 오피스텔동 206호,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간
접기","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정보없음,"09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정보없음",13:00 - 14:00 ,,
이비인후과,한봉수이비인후과의원,051-504-4800,부산 동래구 아시아드대로 221,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
산부인과,김지연산부인과의원,051-529-9167,부산 동래구 충렬대로 252,"09:30 - 17:00
13:00 - 14:30 휴게시간",,"09:30 - 17:00
13:00 - 14:30 휴게시간","09:30 - 17:00
13:00 - 14:30 휴게시간","09:30 - 17:00
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 17:00

09:30 - 17:00
09:30 - 17:00
09:30 - 17:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
이비인후과,에코이비인후과의원,051-504-0119,부산 동래구 사직북로 24,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
외과,마더즈의원,051-552-0521,부산 동래구 충렬대로 222,"09:00 - 17:30
12:30 - 13:30 휴게시간",,"09:00 - 17:30
12:30 - 13:30 휴게시간","09:00 - 17:30
12:30 - 13:30 휴게시간","09:00 - 17:30
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 17:30

09:00 - 17:30
09:00 - 17:30
09:00 - 17:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 13:30 ,,매주 일요일
내과,연세삼성내과의원,051-524-7582,부산 동래구 명안로85번길 52,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,09:00 - 13:00,"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
09:00 - 13:00",12:30 - 14:00 ,,
내과,새길내과의원,051-553-1088,부산 동래구 금강공원로 11 3층 온천메디플러스,08:30 - 18:00,08:30 - 18:00,08:30 - 18:00,"08:30 - 18:00
접기",08:30 - 18:00,08:30 - 13:00,정기휴무 (매주 일요일),"08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 18:00
08:30 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
피부과,리네이처의원,051-717-0210,부산 동래구 사직북로 21 3층,"09:30 - 19:00
12:30 - 14:00 휴게시간",,09:30 - 12:30,"09:30 - 20:30
12:30 - 14:00 휴게시간","09:30 - 19:00
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 12:30
09:30 - 20:30
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
정형외과,메가마취통증의학과의원,051-715-0041,부산 동래구 충렬대로 197 메가마트 동래점 2층,"09:00 - 19:00
13:00 - 14:30 휴게시간",,"09:00 - 19:00
13:00 - 14:30 휴게시간",09:00 - 13:00,"09:00 - 19:00
13:00 - 14:30 휴게시간",09:00 - 14:00,"09:00 - 17:00
13:00 - 14:00 휴게시간","09:00 - 19:00

09:00 - 19:00
09:00 - 13:00
09:00 - 19:00
09:00 - 14:00
09:00 - 17:00",13:00 - 14:30 ,,
피부과,파크피부과의원,051-505-4564,부산 동래구 아시아드대로 186,"10:00 - 19:00
13:00 - 14:00 휴게시간",,14:00 - 20:00,"10:00 - 19:00
13:00 - 14:00 휴게시간","10:00 - 19:00
13:00 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"10:00 - 19:00

14:00 - 20:00
10:00 - 19:00
10:00 - 19:00
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
안과,서울늘봄안과의원,0507-1321-7880,부산 동래구 중앙대로 1523 sk스카이허브 2층,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
이비인후과,코아이비인후과의원,051-525-7500,부산 동래구 명안로85번길 52 명장랜드마크 7층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
피부과,아름다운오늘안철현피부과의원,051-555-0035,부산 동래구 중앙대로 1325,"09:30 - 19:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정형외과,서울넘버원신경외과의원,0507-1447-7009,부산 동래구 온천장로 75 4층,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,오즈어린이치과의원 동래점,051-552-1275,부산 동래구 충렬대로137번길 4,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 15:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 15:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
비뇨의학과,박준석비뇨기과의원,0507-1418-6263,부산 동래구 사직북로 21,09:30 - 18:30,,09:30 - 18:00,09:30 - 18:30,09:30 - 18:30,09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:00
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
산부인과,에일린여성의원,0507-1421-1008,부산 동래구 사직북로 6 8층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 13:00,"09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 19:00
09:00 - 13:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
피부과,디움의원,0507-1335-8276,부산 동래구 반송로 353,,,정기휴무 (매주 수요일),"10:00 - 19:00
13:00 - 14:00 휴게시간
17:30 접수마감","10:00 - 19:00
13:00 - 14:00 휴게시간
17:30 접수마감","10:00 - 17:00
13:00 - 14:00 휴게시간
15:30 접수마감",정기휴무 (매주 일요일),"

정기휴무 (매주 수요일)
10:00 - 19:00
10:00 - 19:00
10:00 - 17:00
정기휴무 (매주 일요일)",,,매주 수요일
정신건강의학과,숭인정신건강의학과의원,051-554-9777,부산 동래구 중앙대로 1325,"09:30 - 20:00
13:00 - 14:00 휴게시간",,"09:30 - 21:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:30 - 20:00

09:30 - 21:00
09:30 - 18:00
09:30 - 18:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 토요일
피부과,미드림필피부과의원,051-553-9191,부산 동래구 충렬대로238번길 7 성완 세띠앙,"09:30 - 18:30
13:00 - 14:30 휴게시간",,"09:30 - 18:30
13:00 - 14:30 휴게시간",14:30 - 20:00,"09:30 - 18:30
13:00 - 14:30 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
14:30 - 20:00
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
내과,류마편한내과의원,051-710-8275,부산 동래구 충렬대로 160 창림빌딩 3층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 20:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 20:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정형외과,삼성정형외과의원,051-583-7656,부산 동래구 금강공원로 8-1,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간
접기","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
안과,조은눈안과의원,051-896-0005,부산 동래구 온천장로 123-1 드림메디칼빌딩 5층,"09:00 - 18:30
13:00 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 13:00
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,이내과의원,051-523-0300,부산 동래구 안연로 64,"08:40 - 18:00
12:30 - 14:00 휴게시간",,"08:40 - 18:00
12:30 - 14:00 휴게시간","08:40 - 18:00
12:30 - 14:00 휴게시간","08:40 - 18:00
12:30 - 14:00 휴게시간",08:40 - 12:30,정기휴무 (매주 일요일),"08:40 - 18:00

08:40 - 18:00
08:40 - 18:00
08:40 - 18:00
08:40 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
정신건강의학과,강병구정신건강의학과의원,051-504-3171,부산 동래구 충렬대로 132,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간",14:00 - 21:00,"09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
14:00 - 21:00
09:00 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
안과,안락센텀안과의원,051-531-1001,부산 동래구 충렬대로 415 신협건물 5층,,,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
안과,바른안과의원,0507-1414-7587,부산 동래구 충렬대로 160 창림빌딩 2층,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,12:30,매주 일요일
신경외과,동래우리들병원,051-559-5000,부산 동래구 충렬대로 286 동래우리들병원,"09:30 - 18:00
12:30 - 14:00 휴게시간",,"09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
피부과,김덕하피부과의원,051-529-0265,부산 동래구 충렬대로 431,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",,"09:00 - 13:00
12:30 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,12:30,매주 일요일
치과,사직에이스치과의원,0507-1470-2294,부산 동래구 아시아드대로 149-1 4층,"09:30 - 18:30
13:00 - 14:30 휴게시간",,"09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
치과,시온비에스치과교정과치과의원,051-505-2275,"부산 동래구 아시아드대로 179 5층,7층",,,"10:00 - 19:00
13:00 - 14:30 휴게시간","10:00 - 19:00
13:00 - 14:30 휴게시간","10:00 - 19:00
13:00 - 14:30 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"

10:00 - 19:00
10:00 - 19:00
10:00 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
내과,늘봄내과의원,051-961-8200,"부산 동래구 충렬대로 413 승연메디칼타워 8, 9, 10층","09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 18:00
접기","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 18:00
09:00 - 19:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
산부인과,강선영산부인과의원,051-553-7500,부산 동래구 충렬대로 239 수안 메디칼센터 3층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 토요일
한의원,생림한의원,051-523-6590,부산 동래구 충렬사로 86,"09:30 - 18:00
12:30 - 14:00 휴게시간",,"09:30 - 18:00
12:30 - 14:00 휴게시간","정기휴무 (매주 목요일)
접기","09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 16:00
12:30 - 14:00 휴게시간",정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
정기휴무 (매주 목요일)
09:30 - 18:00
09:30 - 16:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 목요일
마취통증의학과,사직마디의원,0507-1415-0306,부산 동래구 사직북로 25-1 늘편한메디컬센터 4층,"09:30 - 19:00
13:00 - 14:30 휴게시간
18:30 접수마감",,"09:30 - 13:30
13:00 접수마감","09:30 - 19:00
13:00 - 14:30 휴게시간
18:30 접수마감","09:30 - 19:00
13:00 - 14:30 휴게시간
18:30 접수마감","09:30 - 13:30
13:00 접수마감",정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 13:30
09:30 - 19:00
09:30 - 19:00
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:30 ,13:00,매주 일요일
한의원,명장한의원,0507-1323-2501,부산 동래구 명장로 48 3층,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정형외과,정무철정형외과의원,051-554-5500,부산 동래구 동래로 25 3층,"09:00 - 18:30
12:30 - 14:00 휴게시간
18:20 접수마감",,"09:00 - 18:30
12:30 - 14:00 휴게시간
18:20 접수마감","09:00 - 18:30
12:30 - 14:00 휴게시간
18:20 접수마감","09:00 - 18:30
12:30 - 14:00 휴게시간
18:20 접수마감","09:00 - 12:30
12:20 접수마감","00:00 - 00:10
00:00 접수마감","09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 12:30
00:00 - 00:10",12:30 - 14:00 ,12:20,
요양병원,좋은애인요양병원,0507-1401-7705,부산 동래구 충렬대로359번길 8,09:00 - 18:00,,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 17:00
09:00 - 17:00
09:00 - 17:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
장례식장,부산대동병원장례식장,051-550-9991,부산 동래구 충렬대로359번길 8,,,,,,,,"





",,,
정형외과,하이마취통증의학과의원,051-523-5575,"부산 동래구 충렬대로 415 6층, 7층","09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 20:30
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 20:30
09:00 - 19:00
09:00 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
가정의학과,다나은의원,051-532-3235,부산 동래구 안연로 88 광민빌딩 3층,09:00 - 18:30,,09:00 - 18:30,09:00 - 18:30,09:00 - 18:30,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
치과,연세온치과의원,051-951-1000,부산 동래구 온천장로 114 허브메디컬타워 9층,,,"09:30 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감","09:30 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감","09:30 - 13:00
12:30 접수마감",,,"

09:30 - 18:30
09:30 - 18:30
09:30 - 13:00

",,12:30,
안과,부산제일안과의원,051-553-1473,부산 동래구 중앙대로 1325 이센타워,"09:00 - 18:00
13:00 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 12:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 12:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
소아청소년과,연수소아과의원,051-554-3945,부산 동래구 충렬대로107번길 54,"09:00 - 17:00
12:30 - 14:00 휴게시간","09:00 - 17:00
12:30 - 14:00 휴게시간",09:00 - 16:00,"09:00 - 17:00
12:30 - 14:00 휴게시간
접기","09:00 - 17:00
12:30 - 14:00 휴게시간",09:00 - 12:30,정기휴무 (매주 일요일),"09:00 - 17:00
09:00 - 17:00
09:00 - 16:00
09:00 - 17:00
09:00 - 17:00
09:00 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
정신건강의학과,김경우정신건강의학과의원,0507-1418-1276,부산 동래구 온천장로 1 제501호,"10:00 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감",,"10:00 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감","15:00 - 20:30
20:00 접수마감","10:00 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감","10:00 - 14:00
13:30 접수마감",정기휴무 (매주 일요일),"10:00 - 18:30

10:00 - 18:30
15:00 - 20:30
10:00 - 18:30
10:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,20:00,매주 일요일
치과,편한치과의원,051-522-0701,부산 동래구 명장로 48 4층,"09:30 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",,정기휴무 (매주 수요일),"09:30 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:30 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감","09:30 - 12:30
12:00 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00

정기휴무 (매주 수요일)
09:30 - 18:00
09:30 - 18:00
09:30 - 12:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,12:00,매주 수요일
소아청소년과,포근한소아청소년과의원,0507-1436-8029,부산 동래구 사직북로19번길 20 2층 포근한소아청소년과의원,"09:00 - 19:00
13:00 - 14:30 휴게시간",,09:00 - 13:00,"09:00 - 19:00
13:00 - 14:30 휴게시간","09:00 - 19:00
13:00 - 14:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 13:00
09:00 - 19:00
09:00 - 19:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
